DATE,CPIAUCSL
1949-06-12,23.847125947553454
1949-06-13,23.838816495061288
1949-06-14,23.83037519821815
1949-06-15,23.82183642135202
1949-06-16,23.813234528790872
1949-06-17,23.804603884862697
1949-06-18,23.795978853895473
1949-06-19,23.787393800217185
1949-06-20,23.778883088155812
1949-06-21,23.770481082039336
1949-06-22,23.76222214619574
1949-06-23,23.754140644953004
1949-06-24,23.746270942639114
1949-06-25,23.73864740358205
1949-06-26,23.731304392109795
1949-06-27,23.724276272550327
1949-06-28,23.717597409231633
1949-06-29,23.71130216648169
1949-06-30,23.705424908628483
1949-07-01,23.7
1949-07-02,23.695053625110795
1949-07-03,23.690579249221788
1949-07-04,23.686562157780457
1949-07-05,23.682987636234305
1949-07-06,23.67984097003082
1949-07-07,23.67710744461749
1949-07-08,23.67477234544182
1949-07-09,23.672820957951288
1949-07-10,23.671238567593395
1949-07-11,23.67001045981562
1949-07-12,23.669121920065475
1949-07-13,23.668558233790435
1949-07-14,23.668304686437995
1949-07-15,23.668346563455653
1949-07-16,23.668669150290896
1949-07-17,23.669257732391223
